agent_log_sha256,agent_seconds,agent_setup_seconds,agent_steps,apply_patch_calls,assistant_text_turns,cache_token_ratio,cached_input_tokens,config,environment_setup_seconds,feature_passed,feature_total,input_tokens,model_calls,model_calls_with_cache,official_sol_credits,output_tokens,partial,patch_added_lines,patch_bytes,patch_deleted_lines,patch_sha256,peak_context_tokens,pier_litellm_cost_usd,reasoning_output_tokens,regression_passed,regression_total,resolved,result_sha256,reward,reward_sha256,rtk_commands,rtk_db_bytes,rtk_db_present,rtk_db_sha256,rtk_exec_time_ms,rtk_input_tokens,rtk_output_tokens,rtk_saved_tokens,rtk_weighted_savings_ratio,shell_calls,summarization_count,system_steps,task,task_checksum,tool_calls,total_provider_tokens,trajectory_sha256,trajectory_steps,trial_log_sha256,trial_name,uncached_input_tokens,user_turns,verifier_seconds,wall_seconds
84f86b3dc563e285a77f33689f9a5dc94d97241ec798a95731c38b4535953792,1838.307776,1.495955,135,13,14,0.9852843687771269,16228608,codex,9.833275,82,82,16470989,135,135,261.301975,37529,1.0,1487,63807,0,d2bdf0086779bc8f109e2f79822ca776e5e5d831518d8236f7e6cbdb2e191ac6,173384,10.452078999999998,10368,2,2,1,077158e87bd83c7a7d1e53cdb19a23092c68afebea75adf4f0c867268199529e,1.0,132e6c850b63f77bac4cf2afaf15ed3092b258d11ac2d3bf44f4a970f500dd8a,,,False,,,,,,,33,0,3,arcane-drift-detection-baselines,da9f74d70fbe8f60bb31a0e56d0e462ba4e200b2dd2530557104cb6460cfea25,134,16508518,021406059a2aebe269c3f31321ce860a0c16124898389497f8e64e27d52eab19,140,cc75d9c2f1f3df6cb02bbb7c875814a82f22a0fd386acfcc927fb5b63fb415dc,arcane-drift-detection-baselines__YCmV43L,242381,2,310.627195,2192.640253
875facb7e4f2e2d8ea7d899c54ba0b4458341153b16d63168c92e0713320ea55,1656.138379,1.56354,102,15,6,0.9809656002015422,8924672,codexzero,11.468414,82,82,9097844,102,102,157.2169,32016,1.0,1462,64928,0,a8c778c28b6c5a3eeba3c043f4756e558a9bfda50c5f5f99c829d7c641343ba9,117647,6.288676000000001,7788,2,2,1,f9e10d599744af1fc2e614ebe009de278e76f4be2663bdd18dba750d302f837b,1.0,132e6c850b63f77bac4cf2afaf15ed3092b258d11ac2d3bf44f4a970f500dd8a,,,False,,,,,,,39,0,3,arcane-drift-detection-baselines,da9f74d70fbe8f60bb31a0e56d0e462ba4e200b2dd2530557104cb6460cfea25,101,9129860,0b30919df8b23f2f9a504358bd77c7d5d0f6f762bd6f7f4c4dac18005cc0e03f,107,0dbdcb68b6e1e1776f06e83ffc25cdea7720f64a3209d811b78921de2d8014d1,arcane-drift-detection-baselines__Mjw7Z7C,173172,2,332.870054,2027.254984
752b40f8c0bd682cc4cd637bdb98d49b89d2f3c896bf074b7014d06a441f3edc,3086.212119,1.150479,216,14,32,0.9843414704247582,29569792,codex_rtk,13.138484,82,82,30040177,216,214,467.482025,52082,1.0,1642,72908,2,6f446b84d0bd880e0ecb9eceef15ef9d1793e962577ba040794d814a16898912,244723,18.699281000000003,14581,2,2,1,ef057950507ed5254d3896837491fcb5245ad4b3b9d2badcd9151bcdc46e9824,1.0,132e6c850b63f77bac4cf2afaf15ed3092b258d11ac2d3bf44f4a970f500dd8a,57,53248,True,53ac960000833aecebea0bd73554287b5aa563370422a45750c2fe4c31626058,2482840,5154916,6079,5148850,0.9988232591956882,20,1,3,arcane-drift-detection-baselines,da9f74d70fbe8f60bb31a0e56d0e462ba4e200b2dd2530557104cb6460cfea25,214,30092259,40701e2e427e8998a837c152cf24c4b9c2845b4fc4238bd8d6a6e471720ed622,221,7c0fa6af553246a497199402e70ce382650a19cb46220103756af6fa7f5d3a15,arcane-drift-detection-baselines__okALctw,470385,2,258.773966,3389.512768
982cfe0c007c6850b49c5ac93c996a5e7d152ed1a3efd96cb38e8ff1a40c3b0d,1903.570161,1.69638,154,10,26,0.9847426792520698,17526528,codex_caveman,16.343812,82,82,17798079,154,153,282.489975,39286,1.0,1592,76732,8,d440c0274b7dd2979c1fff66a4e10d0795b9d7519378fbf154be46d0e2f30f5d,175633,11.299599,9694,2,2,1,9ff2cc126bec28d1550fb7cd0e95126bd86b6f2cda4774684cc7772f361a61c4,1.0,132e6c850b63f77bac4cf2afaf15ed3092b258d11ac2d3bf44f4a970f500dd8a,,,False,,,,,,,41,0,3,arcane-drift-detection-baselines,da9f74d70fbe8f60bb31a0e56d0e462ba4e200b2dd2530557104cb6460cfea25,153,17837365,deb5af08858925f66231880b5fe21926a723d1999c0b04355990392913264265,159,7b4bcbe0fce530d887ca2871fb2a0b73a76533a834a6ab64989639953732b24d,arcane-drift-detection-baselines__VJGJNiN,271551,2,296.634528,2250.573761
c3a5df52573cd4675738de12cc7413aa1f6acadbc41f1f16f842fde2e000c87e,2524.834913,1.362493,254,15,23,0.9855858544101779,32679424,codex_caveman_rtk,17.212561,82,82,33157359,254,254,498.131925,39863,1.0,1398,63609,0,f980f8976149a7cc0ad1701789a19f610fc2f9eb47480839c9d798bda599111d,189249,19.925276999999998,10175,2,2,1,d0c63ad649012f5aa57b0745ac27f6af5d2d8ef6fdbb45cdacc48ad4da285172,1.0,132e6c850b63f77bac4cf2afaf15ed3092b258d11ac2d3bf44f4a970f500dd8a,57,40960,True,c1efc01bbbbcfab4feeb3320578c4318c58b8f230b4d14a3d2d2a6dfabb969bf,1623454,8303832,5960,8297899,0.9992855105931816,62,0,3,arcane-drift-detection-baselines,da9f74d70fbe8f60bb31a0e56d0e462ba4e200b2dd2530557104cb6460cfea25,253,33197222,915d600325e43093cd236e238444786f85a8bae43333b25573ac9d0e2294d849,259,eb43088d6398699eb32b6f7b5c701420ad1297bfeb106338b711a8c7d0187930,arcane-drift-detection-baselines__dgVVcX4,477935,2,269.208269,2843.36099
675ab201c8c0ccd06a83fc89e3b690a132c673c2037f158530727c4a1496af1e,783.866408,1.576635,69,12,7,0.9735829261895612,5426944,codex,12.289995,25,25,5574198,69,69,104.2083,23953,1.0,704,35027,89,c8909f121ae2e9670010170d6c0bed8e0dd7545e04b2e7948faf5b917dabb255,116987,4.168332,8874,1679,1679,1,c38634561cfd878be0d90357534ea2da1f1e836e16fd0dd0f9d066de8faab410,1.0,c575d4a96aa97a21a8b16184df275c0d93bcaeb79faaa8f82d1b8865e6aad20a,,,False,,,,,,,32,0,3,arktype-json-schema-refs-dependencies,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,68,5598151,806bec3cf6f1c791d25edd4ec63068adb7d5dc00e47936dd88c795f9365aa6d5,74,ec0e6c5a96801119052497ad61caaf05564ae408eb5e3b5bbe6f0f3de21511f1,arktype-json-schema-refs-depende__fJWvqyN,147254,2,140.2283,961.60757
c5f019f05c4bdf81fdbd923c5393b9f5dd71ad2da65fb87bc91c2e183af50161,843.386229,0.571029,80,18,7,0.973399327619076,4831232,codexzero,14.002025,23,25,4963258,80,80,94.45115,23410,0.9988262910798122,709,31236,70,9e226930f58aae720b67de4a31ac2e8a1e5d0df87bb8da28495ef86438cd199e,87903,3.7780460000000002,10540,1679,1679,0,8470e62f69c54964d136b74f236925c2d1e47316c353b6878c6db3a765b3d269,0.0,2e9e40dd0f450d554f5ae05e707c56f5ada2c8267184a5f2d491d694939582f8,,,False,,,,,,,28,0,3,arktype-json-schema-refs-dependencies,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,79,4986668,0041cdeb66460b6083b7b964735dcdc7d1d05117f6ebbc9dc22ab0441da834b5,85,554fcef1fb6ca5ee82a9c527123645061803c653a46a31b48c8642b24d49e594,arktype-json-schema-refs-depende__UDyjkp3,132026,2,138.677404,1021.211953
66d5385649ee4b109ef75180ed30eaa778814cc93373531b3b789bd9ffb12d5f,883.791476,1.412656,93,12,9,0.9785327760065995,8642560,codex_rtk,12.462381,23,25,8832162,93,92,150.38625,24872,0.9988262910798122,590,309280,101,ad095b5cc4106ebd76cc7a86cdba1556c97047759251666e1e280d712b1d4787,135266,6.0154499999999995,9952,1679,1679,0,3b740e8f77f3d35164d12bc84f62e08a33165512c950a016b4abf5ae38ea4bbc,0.0,2e9e40dd0f450d554f5ae05e707c56f5ada2c8267184a5f2d491d694939582f8,48,53248,True,3a6cde9e6c51250608bdd7ad4b67a4594542dc3d94f678b49ea531400e47be78,284255,75071,73503,1581,0.02106006314022725,40,0,3,arktype-json-schema-refs-dependencies,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,92,8857034,8acae3f6db10b0f92b991cd20165db527e5995b012a551748ec8ecb72e9aa771,98,d1c5b67598748a258658faa5a9c500bc3819b52ac634f63ef1cab59f6cf8cd25,arktype-json-schema-refs-depende__mjpgudr,189602,2,169.800543,1091.248772
a467102470c54a5cc25ff4fa6a440bcce60fa10d6452675f32c6ed8b84b61428,997.68866,1.145223,103,22,14,0.9786527234816675,9304576,codex_caveman,13.810693,25,25,9507536,103,102,164.1682,29988,1.0,881,326262,256,f65b162d8e04e717c44c3676dbe05dc57e2d951289eb65e5cc1172ad7d9f60fb,134178,6.5667279999999995,12020,1679,1679,1,d065b72f9542c4973f686ad4c9ba59bf5a389f8419047785bec14a9b3cb98fe3,1.0,c575d4a96aa97a21a8b16184df275c0d93bcaeb79faaa8f82d1b8865e6aad20a,,,False,,,,,,,0,0,3,arktype-json-schema-refs-dependencies,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,102,9537524,780d3435c9441de2a4a1e6727f2ff062aff158979e04ef87f46b6556dc569208,108,3fefc5f2efae4b57803412fcddfc6b2305318325caf4f566e8eec27fca9bec9a,arktype-json-schema-refs-depende__pjzuCuB,202960,2,150.770795,1186.916037
ee99426a5a0805e33c6b7aa6a6778e2e1bac12e79630fffc703390b454342fdc,894.896913,1.547947,58,14,10,0.966082717300649,4004352,codex_caveman_rtk,11.120148,25,25,4144937,58,58,85.090525,23284,1.0,637,311378,86,792a9511070b7f1291953b0bd88175f8db51c8270e54f82365a583ae6b62bf9f,117356,3.4036210000000002,10357,1679,1679,1,0daf764f2dc9302bc5f29715f5f0eae5a42c9fdd2d9a0f9a2545fac05c2e8be7,1.0,c575d4a96aa97a21a8b16184df275c0d93bcaeb79faaa8f82d1b8865e6aad20a,37,36864,True,172d1a97fe09419284ab0deca61e0e1babcdf1c965a17c312a78b89693e064f8,260020,78287,76584,1716,0.021919348039904453,33,0,3,arktype-json-schema-refs-dependencies,c76f0c8ec2f874858c6db78320769f2da362bbeee864d7dd33794af9bc00c635,57,4168221,6e69a1681fd3edddfd2cd3900f427beb82b79aae190514a7122651366be4c04a,63,13b41d2bad7a3f64eedea5b6d1c014466c79d1409ef976997a393d623110631a,arktype-json-schema-refs-depende__Q4by4Q9,140585,2,159.282873,1090.612089
ccb95031edbc6e04a8bf06b9f84d517693a76fb198c1c0921c1d1288a858b3ca,548.49259,1.935361,33,5,7,0.9551934840673123,1410816,codex,118.727447,79,79,1476995,33,33,41.446825,20719,1.0,973,30293,0,ea6336b18531260fbc9f656c4351d46369a5dc72d5b5dd1d1afb4ea9347cb1ed,60867,1.657873,7509,16715,16715,1,4009813c103312805b984f75902f2c198586a2b3ab905c49c59c2a7f04d05a0d,1.0,15defa9cf0c63575a12efdfdaba39bd80a1d74d539cbbc745a462ef62efd987d,,,False,,,,,,,21,0,3,csstree-shorthand-expansion-compression,fad0319fa3a572959f0e24ded79e6ae289d972c554383f8a7ac7eeabaa983c81,32,1497714,5d02cc38dfffdd38fead5d437959aa03c471971e0ee595ecef668879a4ab6720,38,0b3d74928217381beadb40dd57d6f7b7c51f60292dac157bacad68bcc8f46622,csstree-shorthand-expansion-comp__wcbxipM,66179,2,41.979942,740.701745
545a2d40ef03d9d0790aa3520de3275df4c6ad58e439c83109987c96464f5517,767.263076,2.227924,39,6,7,0.9427847504566613,1856000,codexzero,123.665649,79,79,1968636,39,38,57.16125,26509,1.0,1093,35604,0,f59f6a323d858f49f3f65666338732a5e992583ea6878a26fd5a58f5a5d593b9,83576,2.28645,12927,16715,16715,1,88b03f04c0c1455d8f0d49424ccb0d51b912e36d557fcc199f4aef9ad135675d,1.0,15defa9cf0c63575a12efdfdaba39bd80a1d74d539cbbc745a462ef62efd987d,,,False,,,,,,,0,0,3,csstree-shorthand-expansion-compression,fad0319fa3a572959f0e24ded79e6ae289d972c554383f8a7ac7eeabaa983c81,38,1995145,03cc29342c37a268ea786452731e05b9c245913aaf2fc75517b0c7b05aaa674f,44,462bfc5ce8380af6f752ed91a0808fdf5fdabfc205bf9b9561109a86e46cfad1,csstree-shorthand-expansion-comp__RWT9xCY,112636,2,42.908699,962.389409
b03874db79f6f4d3f6fd6a0bb17929a9bc93398b86fe6ea731e4328a951df833,581.801424,1.784652,34,5,7,0.9548535195290554,1425920,codex_rtk,128.502779,79,79,1493339,34,34,42.042625,21055,1.0,1006,31783,0,b029c20440f237c1a6b8763aaf1668fcc648c25508ce8253b107d4f5f1da4dd7,60654,1.681705,8326,16715,16715,1,94a030bc342205155062dc768c3576f5028692008e9ee4385fab3b41b844c99a,1.0,15defa9cf0c63575a12efdfdaba39bd80a1d74d539cbbc745a462ef62efd987d,32,32768,True,d215c84e7b9648016373043f042fbe18bd05ab405e03315baabbb9a0a9c48182,16407,3674,2859,825,0.2245508982035928,22,0,3,csstree-shorthand-expansion-compression,fad0319fa3a572959f0e24ded79e6ae289d972c554383f8a7ac7eeabaa983c81,33,1514394,ecc12102ed4520a2a5be38af3c09bbfa6dd5979038abf9b56983851080d7f27a,39,f3f10c0f2bec2102b265408868c6d9289388fc7a074e43a7e759a66e0a2fd179,csstree-shorthand-expansion-comp__zzaYAcq,67419,2,38.214743,777.946141
50931f829546b63111806a7d97b4be776211eb07b1fac03a3232bb7676a2d865,682.032253,1.38068,35,4,10,0.9509598364491841,1782016,codex_caveman,109.635789,79,79,1873913,35,35,50.587075,22433,1.0,806,26867,0,4c262e6ddc3929d539905fa4314df23e67db808c3148af72d3a65267e384e1d1,78405,2.0234829999999997,11337,16715,16715,1,bae40eb737c4f2a6203294e44dc0251093cfc1f216ecbc66270cd811d224b856,1.0,15defa9cf0c63575a12efdfdaba39bd80a1d74d539cbbc745a462ef62efd987d,,,False,,,,,,,30,0,3,csstree-shorthand-expansion-compression,fad0319fa3a572959f0e24ded79e6ae289d972c554383f8a7ac7eeabaa983c81,34,1896346,4bac0df91105e52f97ef60ff35148a9fc84908808e4be2c86482d5fe35c96c30,40,c7053cb4f8b4dfea8f94c83d2fb1e696b18d3643748a19480b697f2475f52193,csstree-shorthand-expansion-comp__xmh8Eiu,91897,2,36.78774,852.423804
51b676843d3d41890b7d5d217e779195981d40a8c652e290f154b99dbd8a9220,802.794088,1.567948,36,4,12,0.9486500794070937,1962240,codex_caveman_rtk,112.903226,79,79,2068455,36,35,57.941625,26849,1.0,1059,32833,0,04e59f4d7e963e8b97e3e362a1602955aa90e5d18cd377c2f21192a354615669,84031,2.3176650000000003,13066,16715,16715,1,60ab7a7790ed2113f99c261fadaac384bc5bbd7d7e079dc000af1589bfd1f297,1.0,15defa9cf0c63575a12efdfdaba39bd80a1d74d539cbbc745a462ef62efd987d,52,32768,True,781f6ae3c969b39d0ac04ce63774f06732d1d0d03161c30d516a074c627ed350,42389,5318,5060,268,0.05039488529522377,0,0,3,csstree-shorthand-expansion-compression,fad0319fa3a572959f0e24ded79e6ae289d972c554383f8a7ac7eeabaa983c81,35,2095304,cec0771633434847054b1540c96dfa86b76446e704c742d4e4d4aad74873c1a0,41,f78882396f6c4f00147d8b4095061e1a38ea2b567b2b8751cda448c499315dde,csstree-shorthand-expansion-comp__73wGGUo,106215,2,40.871052,982.044578
dff065197a146e4611960f88f83411b5828de607c12573440e3752c17b86dcaa,1928.444127,1.926294,103,27,10,0.9786898004681117,14418432,codex,124.7593,31,31,14732382,103,102,251.6979,42965,1.0,1291,94798,127,a35ff6a331ec582522c119cfdafc237c7ba9518ca96a5b42f55d5a4faeede8d0,243088,10.067916,12712,1267,1267,1,fb81f282746037c5e36926b8e6f58bf32fe428aab95cc6dd738a67ec69b1d28b,1.0,1d4ba6a0de22669672b22c117fcda25ba0eb8df002a3615def6d4a19cefada1a,,,False,,,,,,,43,1,3,dynamodb-toolbox-conditional-attribute-requirements,48e10e494fe48c320206774aded5cee1b0a873d38ba6e9c7dda61610cffd0512,102,14775347,542b0f4026715defc86b72cdbb1802437884be0addbad40574a4ff678a63eab5,108,627f327a195165148b07fe81073cf41c0df86a4714d8f4d037608f819865e9a9,dynamodb-toolbox-conditional-att__JkgPYT3,313950,2,140.457338,2220.154895
